r01,d01_2
r01,d03_2
r01,d06_3
r01,d08_3
r01,d09_4
r01,d12_2
r01,d12_7
r03,d01_2
r03,d01_3
r03,d03_2
r03,d03_4
r03,d06_3
r03,d08_3
r03,d09_4
r03,d12_2
r03,d12_7
r04,d05_1
r04,d05_4
r05,d13_1
r05,d13_2
r06,d07_2
r06,d07_3
r07,d09_2
r07,d12_1
r07,d12_3
r08,d07_2
r08,d07_3
r09,d01_2
r09,d01_3
r09,d03_2
r09,d06_3
r09,d08_3
r09,d09_4
r09,d12_2
r10,d12_1
r10,d12_3
r11,d03_1
r11,d03_2
r11,d11_2
r11,d11_3
r11,d12_7
r12,d03_1
r12,d03_2
r12,d04_1
r12,d11_2
r12,d12_7
r13,d03_1
r13,d03_2
r13,d04_1
r13,d11_2
r13,d11_3
r13,d12_7
r13,d13_3
r14,d09_2
r14,d10_1
r14,d12_6
r14,d14_2
r14,d14_3
r15,d05_4
r15,d09_3
r16,d03_1
r16,d04_1
r16,d11_1
r16,d11_2
