r01,d03_4
r01,d05_1
r01,d06_3
r01,d08_3
r01,d09_3
r01,d10_1
r01,d12_2
r01,d12_7
r01,d13_4
r02,d04_1
r02,d09_3
r03,d03_1
r03,d03_3
r03,d06_2
r03,d06_3
r03,d08_1
r03,d08_2
r03,d08_3
r03,d12_2
r03,d12_7
r04,d04_1
r04,d09_2
r04,d12_1
r04,d13_3
r04,d14_1
r05,d04_1
r05,d05_3
r05,d06_3
r05,d06_5
r05,d08_3
r05,d10_2
r05,d10_7
r05,d12_1
r05,d12_2
r05,d12_4
r05,d14_1
r06,d16_1
r07,d07_3
r07,d10_7
r07,d16_3
r07,d17_3
r07,d17_4
r08,d06_1
r08,d06_2
r08,d06_4
r08,d06_5
r08,d08_1
r08,d08_2
r08,d10_2
r08,d10_5
r08,d16_1
r09,d01_2
r09,d01_3
r09,d01_4
r09,d06_3
r09,d08_3
r09,d12_2
r10,d06_5
r10,d10_2
r10,d10_7
r10,d16_3
r11,d06_1
r11,d06_3
r11,d08_3
r11,d09_4
r11,d11_2
r11,d11_3
r11,d12_2
r11,d12_4
r11,d12_7
r12,d03_4
r12,d06_3
r12,d08_3
r12,d12_2
r12,d12_7
r13,d03_4
r13,d06_3
r13,d08_3
r13,d09_2
r13,d10_1
r13,d12_2
r13,d12_7
r13,d13_4
r13,d14_3
r14,d12_2
r15,d14_3
r15,d15_1
r15,d15_2
r16,d16_3
r17,d06_3
r17,d07_3
r17,d08_3
r17,d09_3
r17,d10_7
r17,d12_2
r17,d16_3
r17,d17_3
r17,d17_4
