9002,2
9002,53
9002,105
9002,106
9003,2
9003,7
9003,26
9003,27
9003,29
9003,33
9003,37
9003,40
9003,44
9003,49
9003,60
9003,62
9003,66
9003,67
9003,81
9003,120
9004,2
9004,7
9004,40
9004,120
9005,2
9005,7
9005,40
9006,2
9006,7
9006,40
9007,2
9007,9
9007,10
9007,40
9007,53
9007,104
9007,105
9007,106
9010,2
9010,6
9010,9
9010,10
9010,40
9010,53
9010,78
9010,106
9010,119
9011,6
9011,9
9011,10
9011,40
9011,53
9011,104
9011,105
9011,106
9011,119
9012,2
9012,53
9012,105
9012,106
9013,2
9013,6
9013,40
9013,53
9013,106
9013,119
9014,6
9014,40
9014,53
9014,119
9015,6
9015,7
9015,26
9015,27
9015,29
9015,32
9015,33
9015,37
9015,40
9015,44
9015,49
9015,53
9015,60
9015,62
9015,66
9015,67
9015,81
9015,119
9015,120
9016,6
9016,26
9016,27
9016,29
9016,33
9016,37
9016,40
9016,44
9016,49
9016,53
9016,60
9016,62
9016,66
9016,67
9016,81
9016,119
9016,120
9019,8
9019,10
9019,21
9019,50
9019,77
9019,80
9019,87
9019,88
9019,89
9019,95
9019,104
9019,105
9019,106
9019,112
9021,17
9021,19
9021,32
9021,33
9021,34
9021,37
9021,40
9021,44
9021,50
9021,52
9021,53
9021,81
9021,89
9022,32
9022,33
9022,34
9022,37
9022,42
9022,44
9022,62
9022,66
9022,81
9022,93
9022,94
9022,96
9023,14
9023,17
9023,19
9023,32
9023,33
9023,34
9023,37
9023,40
9023,44
9023,50
9023,52
9023,53
9023,81
9024,26
9024,27
9024,29
9024,33
9024,37
9024,40
9024,44
9024,49
9024,60
9024,62
9024,66
9024,67
9024,81
9024,96
9024,120
9025,26
9025,27
9025,29
9025,33
9025,37
9025,40
9025,44
9025,49
9025,60
9025,62
9025,66
9025,67
9025,72
9025,81
9025,120
9026,14
9026,17
9026,19
9026,23
9026,26
9026,27
9026,29
9026,33
9026,37
9026,40
9026,44
9026,49
9026,50
9026,52
9026,60
9026,62
9026,66
9026,67
9026,73
9026,74
9026,81
9026,96
9026,120
9027,7
9027,14
9027,15
9027,17
9027,19
9027,23
9027,26
9027,27
9027,29
9027,33
9027,37
9027,40
9027,44
9027,49
9027,50
9027,52
9027,60
9027,62
9027,66
9027,67
9027,73
9027,74
9027,81
9027,120
9028,26
9028,27
9028,29
9028,33
9028,37
9028,40
9028,44
9028,49
9028,60
9028,62
9028,66
9028,67
9028,81
9028,96
9028,120
9029,7
9029,22
9029,24
9029,26
9029,27
9029,29
9029,33
9029,37
9029,40
9029,44
9029,49
9029,60
9029,62
9029,66
9029,67
9029,71
9029,72
9029,78
9029,80
9029,81
9029,100
9029,108
9029,120
9029,121
9030,22
9030,24
9030,26
9030,27
9030,29
9030,33
9030,37
9030,40
9030,44
9030,49
9030,60
9030,62
9030,66
9030,67
9030,71
9030,72
9030,78
9030,80
9030,81
9030,100
9030,108
9030,120
9030,121
9031,14
9031,15
9031,17
9031,19
9031,23
9031,50
9031,52
9031,73
9031,74
9031,81
9033,2
9033,6
9033,26
9033,27
9033,29
9033,33
9033,40
9033,44
9033,53
9033,60
9033,62
9033,66
9033,67
9033,81
9033,106
9033,114
9033,119
9033,120
9036,42
9036,49
9036,50
9036,51
9036,52
9036,53
9036,77
9036,87
9036,89
9036,108
9036,114
9039,7
9039,26
9039,27
9039,29
9039,32
9039,33
9039,37
9039,40
9039,44
9039,49
9039,60
9039,62
9039,66
9039,67
9039,81
9039,120
9040,2
9040,5
9040,7
9040,8
9040,73
9040,88
9040,118
9042,14
9042,15
9042,17
9042,19
9042,23
9042,50
9042,52
9042,73
9042,74
9042,81
9043,6
9043,12
9043,52
9043,67
9043,80
9043,81
9043,83
9043,85
9043,87
9043,89
9043,92
9044,49
9044,71
9044,72
9044,73
9044,74
9044,77
9044,78
9044,85
9044,92
9044,95
9044,108
9044,114
9045,14
9045,15
9045,17
9045,19
9045,23
9045,50
9045,52
9045,73
9045,74
9045,81
9046,22
9046,24
9046,49
9046,71
9046,72
9046,73
9046,74
9046,77
9046,78
9046,80
9046,85
9046,92
9046,95
9046,100
9046,108
9046,114
9046,118
9046,121
9047,21
9047,22
9047,23
9047,24
9047,26
9047,27
9047,29
9047,33
9047,37
9047,40
9047,44
9047,49
9047,60
9047,62
9047,66
9047,67
9047,71
9047,72
9047,74
9047,81
9047,85
9047,92
9047,108
9047,112
9047,113
9047,114
9047,120
9049,49
9049,71
9049,72
9049,73
9049,74
9049,77
9049,78
9049,85
9049,92
9049,95
9049,108
9049,114
9050,26
9050,27
9050,29
9050,33
9050,37
9050,40
9050,44
9050,49
9050,60
9050,62
9050,66
9050,67
9050,71
9050,72
9050,73
9050,74
9050,77
9050,78
9050,81
9050,85
9050,92
9050,95
9050,108
9050,114
9050,120
9051,5
9051,23
9051,32
9051,33
9051,34
9051,37
9051,42
9051,44
9051,50
9051,57
9051,62
9051,66
9051,73
9051,80
9051,81
9051,83
9051,85
9051,87
9051,93
9051,94
9051,96
9051,99
9051,112
9051,121
9052,15
9052,49
9052,72
9052,74
9054,2
9054,3
9054,5
9054,6
9054,7
9054,8
9054,9
9054,12
9054,52
9054,67
9054,80
9054,81
9054,83
9054,85
9054,87
9054,89
9058,6
9058,12
9058,49
9058,52
9058,67
9058,71
9058,72
9058,73
9058,74
9058,77
9058,78
9058,80
9058,81
9058,83
9058,85
9058,87
9058,89
9058,92
9058,95
9058,108
9058,114
9060,14
9060,15
9060,17
9060,19
9060,23
9060,49
9060,50
9060,52
9060,71
9060,72
9060,73
9060,74
9060,77
9060,78
9060,81
9060,85
9060,92
9060,95
9060,108
9060,114
9061,49
9061,71
9061,72
9061,73
9061,74
9061,77
9061,78
9061,85
9061,92
9061,95
9061,108
9061,114
9062,21
9062,24
9062,27
9062,51
9062,52
9062,85
9062,87
9062,112
9062,113
9062,114
9063,9
9063,21
9063,34
9063,71
9063,77
9063,78
9063,87
9063,88
9063,89
9065,6
9065,9
9065,12
9065,21
9065,34
9065,52
9065,67
9065,71
9065,77
9065,78
9065,80
9065,81
9065,83
9065,85
9065,87
9065,88
9065,89
9066,9
9066,21
9066,34
9066,56
9066,57
9066,58
9066,71
9066,77
9066,78
9066,87
9066,88
9066,89
9067,2
9067,5
9067,6
9067,7
9067,8
9067,27
9067,40
9067,51
9067,52
9067,53
9067,73
9067,85
9067,87
9067,88
9067,112
9067,113
9067,118
9067,119
9068,8
9068,9
9068,21
9068,34
9068,51
9068,52
9068,71
9068,77
9068,78
9068,87
9068,88
9068,89
9068,95
9068,113
9070,2
9070,6
9070,40
9070,53
9070,106
9070,119
9071,21
9071,24
9071,114
9072,6
9072,40
9072,53
9072,74
9072,85
9072,92
9072,108
9072,112
9072,113
9072,114
9072,119
9073,2
9073,6
9073,12
9073,40
9073,53
9073,67
9073,106
9073,119
9074,6
9074,9
9074,23
9074,37
9074,50
9074,92
9074,94
9074,106
9077,56
9077,57
9077,58
9082,14
9082,15
9082,17
9082,19
9082,23
9082,50
9082,52
9082,73
9082,74
9082,81
9083,3
9083,15
9083,17
9083,32
9083,33
9083,56
9083,57
9083,58
9083,70
9084,56
9084,57
9084,58
9087,32
9087,33
9087,34
9087,37
9087,40
9087,42
9087,44
9087,62
9087,66
9087,81
9087,93
9087,94
9087,96
9092,7
9092,26
9092,27
9092,29
9092,32
9092,33
9092,37
9092,40
9092,44
9092,49
9092,60
9092,62
9092,66
9092,67
9092,81
9092,120
9094,7
9094,26
9094,27
9094,29
9094,32
9094,33
9094,37
9094,40
9094,44
9094,49
9094,60
9094,62
9094,66
9094,67
9094,81
9094,120
9096,34
9096,118
9097,99
9097,100
9098,101
9099,118
9100,5
9100,6
9100,56
9100,57
9100,58
9100,106
9102,56
9102,57
9102,58
9106,2
9106,3
9106,5
9106,6
9106,7
9106,8
9106,9
9106,12
9106,83
9109,2
9109,6
9109,40
9109,53
9109,106
9109,119
9111,2
9111,5
9111,7
9111,8
9111,26
9111,27
9111,29
9111,33
9111,37
9111,40
9111,44
9111,49
9111,60
9111,62
9111,66
9111,67
9111,73
9111,81
9111,88
9111,118
9111,120
9112,2
9112,5
9112,7
9112,8
9112,40
9112,73
9112,88
9112,120
9113,2
9113,5
9113,7
9113,8
9113,40
9113,73
9113,88
9113,118
9114,2
9114,5
9114,7
9114,8
9114,40
9114,73
9114,88
9114,118
9116,74
9116,85
9116,92
9116,108
9116,112
9116,113
9116,114
9117,6
9117,7
9117,8
9117,9
9117,10
9117,21
9117,34
9117,49
9117,50
9117,51
9117,67
9117,74
9117,77
9117,78
9117,80
9117,85
9117,87
9117,88
9117,89
9117,92
9117,95
9117,96
9117,104
9117,106
9117,108
9117,112
9117,113
9117,114
9118,49
9118,70
9118,71
9118,73
9118,74
9118,85
9118,92
9118,108
9118,112
9118,113
9118,114
9118,119
9119,21
9119,22
9119,23
9119,24
9119,26
9119,27
9119,29
9119,33
9119,37
9119,40
9119,44
9119,49
9119,60
9119,62
9119,66
9119,67
9119,71
9119,72
9119,74
9119,78
9119,80
9119,81
9119,85
9119,92
9119,100
9119,108
9119,112
9119,113
9119,114
9119,120
9119,121
9120,74
9120,85
9120,92
9120,108
9120,112
9120,113
9120,114
9121,6
9121,40
9121,53
9121,74
9121,85
9121,92
9121,108
9121,112
9121,113
9121,114
9121,119
9122,74
9122,85
9122,92
9122,108
9122,112
9122,113
9122,114
9123,12
9123,27
9123,51
9123,52
9123,67
9123,85
9123,87
9123,90
9123,112
9123,113
9123,114
9123,119
9124,6
9124,9
9124,34
9124,50
9124,56
9124,120
9125,14
9125,15
9125,17
9125,19
9125,23
9125,49
9125,50
9125,52
9125,71
9125,72
9125,73
9125,74
9125,77
9125,78
9125,81
9125,85
9125,92
9125,95
9125,108
9125,114
9126,14
9126,17
9126,19
9126,23
9126,49
9126,50
9126,52
9126,71
9126,72
9126,73
9126,74
9126,77
9126,78
9126,81
9126,85
9126,92
9126,95
9126,108
9126,114
9127,21
9127,22
9127,23
9127,24
9127,49
9127,71
9127,72
9127,73
9127,74
9127,77
9127,78
9127,85
9127,92
9127,95
9127,108
9127,114
9128,49
9128,71
9128,72
9128,73
9128,74
9128,77
9128,78
9128,85
9128,92
9128,95
9128,108
9129,21
9129,24
9129,114
9130,14
9130,15
9130,17
9130,19
9130,23
9130,50
9130,52
9130,73
9130,74
9130,81
9131,14
9131,15
9131,17
9131,19
9131,23
9131,50
9131,52
9131,73
9131,74
9131,81
9132,21
9132,24
9132,114
9133,74
9133,114
9134,21
9134,22
9134,23
9134,24
9134,49
9134,71
9134,72
9134,108
9134,114
9135,7
9135,26
9135,27
9135,29
9135,32
9135,33
9135,37
9135,40
9135,44
9135,49
9135,60
9135,62
9135,66
9135,67
9135,81
9135,120
9136,5
9136,14
9136,17
9136,19
9136,23
9136,32
9136,33
9136,34
9136,37
9136,40
9136,42
9136,44
9136,50
9136,52
9136,53
9136,57
9136,62
9136,66
9136,73
9136,80
9136,81
9136,83
9136,85
9136,87
9136,93
9136,94
9136,96
9136,112
9136,121
9137,7
9137,26
9137,27
9137,29
9137,32
9137,33
9137,37
9137,40
9137,44
9137,49
9137,60
9137,62
9137,66
9137,67
9137,81
9137,120
9138,6
9138,26
9138,27
9138,29
9138,33
9138,37
9138,40
9138,44
9138,49
9138,53
9138,60
9138,62
9138,66
9138,67
9138,81
9138,119
9138,120
9139,6
9139,32
9139,33
9139,34
9139,37
9139,40
9139,42
9139,44
9139,53
9139,62
9139,66
9139,93
9139,96
9139,119
9140,2
9140,26
9140,27
9140,29
9140,32
9140,33
9140,34
9140,37
9140,40
9140,42
9140,44
9140,53
9140,60
9140,62
9140,66
9140,67
9140,81
9140,93
9140,96
9140,106
9140,120
9141,6
9141,40
9141,53
9141,62
9141,66
9141,119
9142,49
9142,71
9142,72
9142,73
9142,74
9142,77
9142,78
9142,85
9142,92
9142,95
9142,108
9142,114
9143,9
9143,21
9143,34
9143,71
9143,77
9143,78
9143,87
9143,88
9143,89
9144,21
9144,24
9144,114
9145,21
9145,24
9145,114
9150,7
9150,26
9150,27
9150,29
9150,32
9150,33
9150,37
9150,40
9150,44
9150,49
9150,60
9150,62
9150,66
9150,67
9150,81
9150,120
9151,7
9151,26
9151,27
9151,29
9151,32
9151,33
9151,37
9151,40
9151,44
9151,49
9151,60
9151,62
9151,66
9151,67
9151,81
9151,120
9152,7
9152,26
9152,27
9152,29
9152,32
9152,33
9152,37
9152,40
9152,44
9152,49
9152,60
9152,62
9152,66
9152,67
9152,81
9152,120
9153,9
9153,21
9153,34
9153,71
9153,77
9153,78
9153,87
9153,88
9153,89
9155,21
9155,24
9155,114
9156,2
9156,3
9156,5
9156,6
9156,7
9156,8
9156,9
9156,12
9156,40
9156,53
9156,83
9156,106
9156,119
9160,42
9160,49
9160,50
9160,51
9160,52
9160,53
9160,77
9160,87
9160,89
9160,108
9160,114
9162,6
9162,9
9162,34
9162,40
9162,50
9162,53
9162,56
9162,119
9162,120
9163,6
9163,9
9163,26
9163,27
9163,29
9163,33
9163,34
9163,37
9163,40
9163,44
9163,49
9163,50
9163,56
9163,60
9163,62
9163,66
9163,67
9163,81
9163,120
9164,2
9164,3
9164,5
9164,6
9164,7
9164,8
9164,9
9164,12
9164,40
9164,52
9164,53
9164,80
9164,81
9164,83
9164,85
9164,87
9164,89
9164,119
9165,6
9165,12
9165,26
9165,27
9165,29
9165,33
9165,37
9165,40
9165,44
9165,49
9165,53
9165,60
9165,62
9165,66
9165,67
9165,80
9165,81
9165,83
9165,85
9165,89
9165,119
9165,120
9166,21
9166,24
9166,114
9167,21
9167,22
9167,23
9167,24
9167,49
9167,71
9167,72
9167,108
9167,114
9168,26
9168,27
9168,49
9168,53
9168,66
9169,7
9169,26
9169,27
9169,29
9169,32
9169,33
9169,37
9169,40
9169,44
9169,49
9169,60
9169,62
9169,66
9169,67
9169,81
9169,120
9170,26
9170,27
9170,29
9170,33
9170,34
9170,37
9170,40
9170,44
9170,49
9170,60
9170,62
9170,66
9170,67
9170,81
9170,120
9171,44
9171,53
9171,89
9172,44
9172,49
9172,52
9172,53
9172,89
9172,114
9173,49
9173,56
9173,57
9173,58
9173,71
9173,72
9173,73
9173,74
9173,77
9173,78
9173,85
9173,92
9173,95
9173,108
9173,114
9174,15
9174,42
9174,49
9174,50
9174,51
9174,52
9174,53
9174,72
9174,74
9174,77
9174,87
9174,89
9174,108
9174,114
9175,5
9175,14
9175,17
9175,19
9175,23
9175,26
9175,27
9175,29
9175,32
9175,33
9175,34
9175,37
9175,40
9175,42
9175,44
9175,49
9175,50
9175,52
9175,53
9175,57
9175,60
9175,62
9175,66
9175,67
9175,73
9175,81
9175,83
9175,87
9175,93
9175,94
9175,96
9175,120
9175,121
9177,42
9179,5
9179,23
9179,32
9179,33
9179,34
9179,37
9179,42
9179,44
9179,50
9179,57
9179,62
9179,66
9179,73
9179,80
9179,81
9179,83
9179,85
9179,87
9179,93
9179,94
9179,96
9179,99
9179,112
9179,121
9180,42
9180,44
9180,50
9180,66
9180,96
9180,108
9181,42
9181,44
9181,50
9181,74
9181,85
9181,92
9181,96
9181,108
9181,112
9181,113
9181,114
9182,5
9182,6
9182,40
9182,53
9182,80
9182,83
9182,106
9182,112
9182,119
9182,121
9183,5
9183,21
9183,24
9183,114
9184,2
9184,5
9184,6
9184,40
9184,53
9184,106
9184,119
9185,6
9185,40
9185,49
9185,53
9185,71
9185,72
9185,73
9185,74
9185,77
9185,78
9185,85
9185,92
9185,95
9185,108
9185,114
9185,119
9186,14
9186,15
9186,17
9186,50
9186,52
9186,81
9187,5
9187,6
9187,40
9187,53
9187,80
9187,83
9187,106
9187,112
9187,119
9187,121
9188,26
9188,27
9188,29
9188,33
9188,37
9188,40
9188,44
9188,49
9188,60
9188,62
9188,66
9188,67
9188,81
9188,96
9188,120
9189,26
9189,27
9189,29
9189,33
9189,37
9189,40
9189,44
9189,49
9189,60
9189,62
9189,66
9189,67
9189,81
9189,96
9189,120
9190,7
9190,26
9190,27
9190,29
9190,33
9190,37
9190,40
9190,44
9190,49
9190,60
9190,62
9190,66
9190,67
9190,81
9190,96
9190,120
9191,2
9191,3
9191,5
9191,6
9191,7
9191,8
9191,9
9191,10
9191,12
9191,40
9191,53
9191,83
9191,104
9191,105
9191,106
9191,119
9193,7
9193,26
9193,27
9193,29
9193,32
9193,33
9193,37
9193,40
9193,44
9193,49
9193,60
9193,62
9193,66
9193,67
9193,81
9193,120
9200,21
9200,24
9200,114
9201,71
9201,72
9201,73
9201,74
9201,77
9201,78
9201,85
9201,95
9201,108
9206,2
9206,5
9206,7
9206,8
9206,53
9206,73
9206,88
9206,106
9206,118
9208,108
9211,42
9211,44
9211,50
9211,96
9211,108
9300,2
9300,53
9300,105
9300,106
9301,2
9301,3
9301,5
9301,6
9301,7
9301,8
9301,9
9301,12
9301,83
9302,7
9302,26
9302,27
9302,29
9302,32
9302,33
9302,37
9302,40
9302,44
9302,49
9302,60
9302,62
9302,66
9302,67
9302,81
9302,120
9303,2
9303,3
9303,6
9303,9
9303,12
9303,53
9303,83
9303,106
9304,2
9304,53
9304,105
9304,106
9305,42
9305,49
9305,50
9305,51
9305,52
9305,53
9305,77
9305,87
9305,89
9305,108
9305,114
9310,49
9310,71
9310,72
9310,73
9310,74
9310,77
9310,78
9310,85
9310,92
9310,95
9310,108
9310,114
9311,62
9311,66
9312,9
9312,21
9312,34
9312,49
9312,71
9312,72
9312,73
9312,74
9312,77
9312,78
9312,85
9312,87
9312,88
9312,89
9312,92
9312,95
9312,108
9312,114
9313,6
9313,7
9313,9
9313,10
9313,21
9313,34
9313,49
9313,51
9313,53
9313,67
9313,77
9313,80
9313,87
9313,88
9313,89
9313,95
9313,96
9313,104
9313,108
9313,112
9313,114
9317,15
9317,58
9317,85
9317,92
9317,93
9317,94
9317,96
9318,62
9318,66
9400,2
9400,5
9400,6
9400,7
9400,8
9400,40
9400,53
9400,56
9400,57
9400,58
9400,73
9400,88
9400,106
9400,119
9401,49
9401,71
9401,72
9401,73
9401,74
9401,77
9401,78
9401,85
9401,92
9401,95
9401,108
9401,114
9402,6
9402,12
9402,26
9402,27
9402,29
9402,33
9402,37
9402,40
9402,44
9402,49
9402,60
9402,62
9402,66
9402,67
9402,81
9402,120
9403,7
9403,26
9403,27
9403,29
9403,32
9403,33
9403,37
9403,40
9403,44
9403,49
9403,60
9403,62
9403,66
9403,67
9403,81
9403,120
9404,6
9404,26
9404,27
9404,29
9404,33
9404,37
9404,40
9404,44
9404,49
9404,53
9404,60
9404,62
9404,66
9404,67
9404,81
9404,119
9404,120
9405,14
9405,17
9405,19
9405,23
9405,42
9405,49
9405,50
9405,51
9405,52
9405,73
9405,74
9405,77
9405,81
9405,87
9405,89
9405,108
9405,114
9407,2
9407,6
9407,40
9407,53
9407,56
9407,57
9407,58
9407,60
9407,62
9407,66
9407,67
9407,106
9407,119
9407,120
9408,56
9408,57
9408,58
9409,14
9409,15
9409,17
9409,19
9409,23
9409,27
9409,50
9409,52
9409,73
9409,74
9409,81
9409,85
9409,92
9409,93
9409,94
9409,96
